trn,registry,date_registration,date_enrollement,retrospective_registration,recruitment_status,phase,study_type,countries,public_title,target_enrollment,web_address,euctr_country
ChiCTR2000029430,ChiCTR,2020-02-01,2020-02-03,FALSE,Not Recruiting,Not Applicable,Observational,China,Study for the TCM syndrome characteristics of novel coronavirus pneumonia (COVID-19),600,http://www.chictr.org.cn/showproj.aspx?proj=48902,NA
ChiCTR2000029418,ChiCTR,2020-01-30,2020-02-03,FALSE,Recruiting,Not Applicable,Interventional,China,Chinese Herbal medicine for Severe nevel coronavirus pneumonia (COVID-19): a Randomized Controlled Trial,42,http://www.chictr.org.cn/showproj.aspx?proj=48886,NA
ChiCTR2000029400,ChiCTR,2020-01-29,2020-01-29,FALSE,Recruiting,Not Applicable,Interventional,China,Clinical Controlled Trial for Traditional Chinese Medicine in the treatment of Novel Coronavirus Pneumonia (COVID-19),60,http://www.chictr.org.cn/showproj.aspx?proj=48824,NA
ChiCTR2000029381,ChiCTR,2020-01-27,2020-01-24,TRUE,Not Recruiting,Phase 4,Interventional,China,A prospective comparative study for Xue-Bi-Jing injection in the treatment of novel coronavirus pneumonia (COVID-19),400,http://www.chictr.org.cn/showproj.aspx?proj=48768,NA
IRCT20190809044488N1,IRCT,2020-01-13,2019-09-07,TRUE,Recruiting,Phase 3,Interventional,Iran,"Effects of using Forced Hot air system on physiological parameters, waking time and arterial blood gases in patients undergoing coronary artery bypass grafting surgery",102,http://en.irct.ir/trial/41571,NA
ChiCTR2000030188,ChiCTR,2020-02-24,2020-02-15,TRUE,Recruiting,Not Applicable,Interventional,China,Clinical Study on Syndrome Differentiation of TCM in Treating Severe and Critical novel coronavirus pneumonia (COVID-19),120,http://www.chictr.org.cn/showproj.aspx?proj=50025,NA
ChiCTR2000030185,ChiCTR,2020-02-24,2020-02-24,FALSE,Recruiting,Not Applicable,Diagnostic test,China,"The Value of Critical Care Ultrasound in Rapid Screening, Diagnosis, Evaluation of Effectiveness and Intensive Prevention of Novel Coronavirus Pneumonia (COVID-19)",40,http://www.chictr.org.cn/showproj.aspx?proj=50058,NA
ChiCTR2000030179,ChiCTR,2020-02-24,2020-02-24,FALSE,Recruiting,Not Applicable,Interventional,China,Experimental study of novel coronavirus pneumonia rehabilitation plasma therapy severe novel coronavirus pneumonia (COVID-19),100,http://www.chictr.org.cn/showproj.aspx?proj=50059,NA
ChiCTR2000030173,ChiCTR,2020-02-24,2020-02-17,TRUE,Not Recruiting,Not Applicable,Interventional,China,Key techniques of umbilical cord mesenchymal stem cells for the treatment of novel coronavirus pneumonia (COVID-19) and clinical application demonstration,60,http://www.chictr.org.cn/showproj.aspx?proj=49229,NA
ChiCTR2000030170,ChiCTR,2020-02-24,2020-02-15,TRUE,Recruiting,Not Applicable,Interventional,China,Study for safety and efficacy of Jakotinib hydrochloride tablets in the treatment severe and acute exacerbation patients of novel coronavirus pneumonia (COVID-19),16,http://www.chictr.org.cn/showproj.aspx?proj=50017,NA
ChiCTR2000030167,ChiCTR,2020-02-24,2020-03-02,FALSE,Not Recruiting,Not Applicable,Interventional,China,Clinical Trial for Recombinant Human Interleukin-2 in the Treatment of Novel Coronavirus Pneumonia (COVID-19),80,http://www.chictr.org.cn/showproj.aspx?proj=49567,NA
ChiCTR2000030166,ChiCTR,2020-02-24,2020-02-25,FALSE,Not Recruiting,Not Applicable,Interventional,China,"Randomized, parallel control, open trial for Qing-Wen Bai-Du-Yin combined with antiviral therapy in the treatment of novel coronavirus pneumonia (COVID-19)",20,http://www.chictr.org.cn/showproj.aspx?proj=49696,NA
ChiCTR2000030165,ChiCTR,2020-02-24,2020-02-24,FALSE,Recruiting,Not Applicable,Interventional,China,Clinical study for ozonated autohemotherapy in the treatment of Novel Coronavirus Pneumonia (COVID-19),60,http://www.chictr.org.cn/showproj.aspx?proj=49947,NA
ChiCTR2000030164,ChiCTR,2020-02-24,2020-02-24,FALSE,Not Recruiting,Not Applicable,Observational,China,A cross-sectional study of novel coronavirus pneumonia (COVID-19) patients in ICU,10,http://www.chictr.org.cn/showproj.aspx?proj=49983,NA
ChiCTR2000030138,ChiCTR,2020-02-24,2020-02-24,FALSE,Not Recruiting,Phase 2,Interventional,China,Clinical Trial for Human Mesenchymal Stem Cells in the Treatment of Severe Novel Coronavirus Pneumonia (COVID-19),60,http://www.chictr.org.cn/showproj.aspx?proj=50004,NA
ChiCTR2000030137,ChiCTR,2020-02-24,2020-02-24,FALSE,Not Recruiting,Not Applicable,Observational,China,Humanistic Care in Healthcare Workers in Novel Coronavirus Pneumonia (COVID-19),130,http://www.chictr.org.cn/showproj.aspx?proj=50007,NA
ChiCTR2000030136,ChiCTR,2020-02-24,2020-02-24,FALSE,Not Recruiting,Not Applicable,Interventional,China,Humanistic Care in Patients With Novel Coronavirus Pneumonia (COVID-19),130,http://www.chictr.org.cn/showproj.aspx?proj=50005,NA
ChiCTR2000030118,ChiCTR,2020-02-23,2020-02-24,FALSE,Not Recruiting,Not Applicable,Interventional,China,A clinical study for ''Huo-Shen'' particles in the treatment of novel coronavirus pneumonia (COVID-19),120,http://www.chictr.org.cn/showproj.aspx?proj=49594,NA
ChiCTR2000030117,ChiCTR,2020-02-23,2020-02-15,TRUE,Recruiting,Phase 4,Interventional,China,"A multicenter, randomized, open, parallel controlled trial for the evaluation of the effectiveness and safety of Xiyanping injection in the treatment of common type novel coronavirus pneumonia (COVID-19)",348,http://www.chictr.org.cn/showproj.aspx?proj=49762,NA
ChiCTR2000030116,ChiCTR,2020-02-23,2020-02-01,TRUE,Recruiting,Not Applicable,Interventional,China,Safety and effectiveness of human umbilical cord mesenchymal stem cells in the treatment of acute respiratory distress syndrome of severe novel coronavirus pneumonia (COVID-19),16,http://www.chictr.org.cn/showproj.aspx?proj=49901,NA
ChiCTR2000030115,ChiCTR,2020-02-23,2020-02-27,FALSE,Not Recruiting,Not Applicable,Observational,China,A clinical research for the changes of Blood cortisol ACTH level and adrenal morphology in blood cortisol to guide the application of individualized hormone in severe novel coronavirus pneumonia (COVID-19) patients,50,http://www.chictr.org.cn/showproj.aspx?proj=49964,NA
ChiCTR2000030113,ChiCTR,2020-02-23,2020-02-22,TRUE,Recruiting,Not Applicable,Interventional,No Country Given,Randomized controlled trial for safety and efficacy of Favipiravir in the treatment of novel coronavirus pneumonia (COVID-19) with poorly responsive ritonavir/ritonavir,30,http://www.chictr.org.cn/showproj.aspx?proj=49988,NA
ChiCTR2000030102,ChiCTR,2020-02-23,2020-02-24,FALSE,Recruiting,Not Applicable,Interventional,China,A multicenter randomized controlled trial for ozone autohemotherapy in the treatment of novel coronavirus pneumonia (COVID-19),180,http://www.chictr.org.cn/showproj.aspx?proj=49747,NA
ChiCTR2000030096,ChiCTR,2020-02-23,2020-02-17,TRUE,Not Recruiting,Not Applicable,Observational,China,Study for establishment of correlation between virological dynamics and clinical features in noveal coronavirus pneumonia (COVID-19),120,http://www.chictr.org.cn/showproj.aspx?proj=49794,NA
ChiCTR2000030094,ChiCTR,2020-02-23,2020-03-01,FALSE,Not Recruiting,Not Applicable,Observational,China,"Effects of novel coronavirus pneumonia (COVID-19) on menstruation, TCM body construction and psychological state for female at different ages",200,http://www.chictr.org.cn/showproj.aspx?proj=49970,NA
ChiCTR2000030093,ChiCTR,2020-02-23,2020-03-01,FALSE,Not Recruiting,Not Applicable,Interventional,China,Study for application of simplified cognitive-behavioral therapy for related emergency psychological stress reaction of medical providers working in the position of treatment and control of novel coronavirus pneumonia (COVID-19),60,http://www.chictr.org.cn/showproj.aspx?proj=49932,NA
ChiCTR2000030092,ChiCTR,2020-02-23,2020-02-12,TRUE,Recruiting,Not Applicable,Observational,China,Assessment of cardiac function in patients with Novel Coronavirus Pneumonia (COVID-19) by echocardiography and its new techniques,800,http://www.chictr.org.cn/showproj.aspx?proj=49880,NA
ChiCTR2000030090,ChiCTR,2020-02-22,2020-02-22,FALSE,Not Recruiting,Not Applicable,Interventional,China,A Prospective Randomized Controlled Trial for Home Exercise Prescription Intervention During Epidemic of Novel Coronary Pneumonia (COVID-19) in College Students,400,http://www.chictr.org.cn/showproj.aspx?proj=49910,NA
ChiCTR2000030089,ChiCTR,2020-02-22,2020-02-28,FALSE,Not Recruiting,Phase 4,Interventional,China,A clinical study for the efficacy and safety of Adalimumab Injection in the treatment of patients with severe novel coronavirus pneumonia (COVID-19),60,http://www.chictr.org.cn/showproj.aspx?proj=49889,NA
ChiCTR2000030088,ChiCTR,2020-02-22,2020-03-01,FALSE,Not Recruiting,Not Applicable,Interventional,China,Umbilical cord Wharton's Jelly derived mesenchymal stem cells in the treatment of severe novel coronavirus pneumonia (COVID-19),40,http://www.chictr.org.cn/showproj.aspx?proj=49902,NA
ChiCTR2000030087,ChiCTR,2020-02-22,2020-02-12,TRUE,Recruiting,Not Applicable,Observational,China,Clinical study for the diagnostic value of pulmonary ultrasound for novel coronavirus pneumonia (COVID-19),800,http://www.chictr.org.cn/showproj.aspx?proj=49919,NA
ChiCTR2000030086,ChiCTR,2020-02-22,2020-02-24,FALSE,Recruiting,Not Applicable,Observational,China,Study for the effects on medical providers' infection rate and mental health after performing different anesthesia schemes in cesarean section for novel coronavirus pneumonia (COVID-19) puerperae,210,http://www.chictr.org.cn/showproj.aspx?proj=49934,NA
ChiCTR2000030084,ChiCTR,2020-02-22,2020-02-24,FALSE,Recruiting,Not Applicable,Interventional,China,A multicenter study for efficacy of intelligent psychosomatic adjustment system intervention in the treatment of novel coronavirus pneumonia (COVID-19) patients with mild to moderate anxiety and depression,180,http://www.chictr.org.cn/showproj.aspx?proj=49952,NA
ChiCTR2000030058,ChiCTR,2020-02-22,2020-03-10,FALSE,Not Recruiting,Phase 3,Interventional,China,"A multicenter, randomized, double-blind, controlled clinical trial for leflunomide in the treatment of novel coronavirus pneumonia (COVID-19)",200,http://www.chictr.org.cn/showproj.aspx?proj=49831,NA
ChiCTR2000030056,ChiCTR,2020-02-22,2020-02-23,FALSE,Not Recruiting,Not Applicable,Observational,China,Study for the effect of early endotracheal intubation on the outcome of novel coronavirus pneumonia (COVID-19) patients,100,http://www.chictr.org.cn/showproj.aspx?proj=49904,NA
ChiCTR2000030054,ChiCTR,2020-02-22,2020-02-22,FALSE,Not Recruiting,Not Applicable,Interventional,China,"A prospective, open label, randomized, control trial for chloroquine or hydroxychloroquine in patients with mild and common novel coronavirus pulmonary (COVIP-19)",100,http://www.chictr.org.cn/showproj.aspx?proj=49869,NA
ChiCTR2000030046,ChiCTR,2020-02-21,2020-02-07,TRUE,Recruiting,Not Applicable,Interventional,China,A single arm trial to evaluate the efficacy and safety of anti-2019-nCoV inactivated convalescent plasma in the treatment of novel coronavirus pneumonia patient (COVID-19),10,http://www.chictr.org.cn/showproj.aspx?proj=49861,NA
ChiCTR2000030043,ChiCTR,2020-02-21,2020-02-21,FALSE,Not Recruiting,Phase 4,Interventional,China,"Shen-Fu injection in the treatment of severe novel coronavirus pneumonia (COVID-19): a multicenter, randomized, open-label, controlled trial",300,http://www.chictr.org.cn/showproj.aspx?proj=49866,NA
ChiCTR2000030041,ChiCTR,2020-02-21,2020-02-25,FALSE,Not Recruiting,Not Applicable,Interventional,China,"A single-arm, single-center clinical trial for Azivudine tablets in the treatment of adult novel coronavirus pneumonia (COVID-19)",40,http://www.chictr.org.cn/showproj.aspx?proj=49891,NA
ChiCTR2000030039,ChiCTR,2020-02-21,2020-05-31,FALSE,Recruiting,Not Applicable,Interventional,China,Clinical study for infusing convalescent plasma to treat patients with new coronavirus pneumonia (COVID-19),90,http://www.chictr.org.cn/showproj.aspx?proj=49544,NA
ChiCTR2000030034,ChiCTR,2020-02-21,2020-02-07,TRUE,Recruiting,Not Applicable,Interventional,China,"Traditional Chinese Medicine in the treatment of novel coronavirus pneumonia (COVID-19): a multicentre, randomized controlled trial",132,http://www.chictr.org.cn/showproj.aspx?proj=49647,NA
ChiCTR2000030033,ChiCTR,2020-02-21,2020-02-24,FALSE,Not Recruiting,Not Applicable,Interventional,China,A study for the intervention of Xiangxue antiviral oral solution and Wu-Zhi-Fang-Guan-Fang on close contacts of novel coronavirus pneumonia (COVID-19),828,http://www.chictr.org.cn/showproj.aspx?proj=49703,NA
ChiCTR2000030032,ChiCTR,2020-02-21,2020-02-10,TRUE,Recruiting,Not Applicable,Observational,China,Study on ultrasonographic manifestations of new type of novel coronavirus pneumonia (covid-19) in non-critical stage of pulmonary lesions,20,http://www.chictr.org.cn/showproj.aspx?proj=49816,NA
ChiCTR2000030030,ChiCTR,2020-02-20,2020-02-20,FALSE,Recruiting,Not Applicable,Observational,China,A medical records based study for acute kidney injury in novel coronavirus pneumonia (COVID-19),2000,http://www.chictr.org.cn/showproj.aspx?proj=49841,NA
ChiCTR2000030029,ChiCTR,2020-02-21,2020-02-20,TRUE,Not Recruiting,Not Applicable,Interventional,China,A multi-center study on the efficacy and safety of suramin sodium in adult patients with novel coronavirus pneumonia (COVID-19),20,http://www.chictr.org.cn/showproj.aspx?proj=49824,NA
ChiCTR2000030027,ChiCTR,2020-02-20,2020-02-20,FALSE,Recruiting,Not Applicable,Interventional,China,Traditional Chinese medicine cooperative therapy for patients with Novel coronavirus pneumonia (COVID-19) and its effect on spermatogenesis: a randomized controlled trial,60,http://www.chictr.org.cn/showproj.aspx?proj=49852,NA
ChiCTR2000030021,ChiCTR,2020-02-20,2020-02-20,FALSE,Recruiting,Not Applicable,Observational,China,A medical records based analysis for the clinical characteristics of novel coronavirus pneumonia (COVID-19) in immunocompromised patients,10,http://www.chictr.org.cn/showproj.aspx?proj=49690,NA
ChiCTR2000030020,ChiCTR,2020-02-20,2020-02-06,TRUE,Recruiting,Not Applicable,Interventional,China,The clinical application and basic research related to mesenchymal stem cells to treat novel coronavirus pneumonia (COVID-19),20,http://www.chictr.org.cn/showproj.aspx?proj=49812,NA
ChiCTR2000030019,ChiCTR,2020-02-20,2020-02-28,FALSE,Not Recruiting,Not Applicable,Observational,China,"The COVID-19 Mobile Health Study (CMHS), a large-scale clinical observational registration study using nCapp",600,http://www.chictr.org.cn/showproj.aspx?proj=49768,NA
ChiCTR2000030017,ChiCTR,2020-02-20,2020-02-17,TRUE,Recruiting,Not Applicable,Observational,China,Feature of Multiple Organs in Ultrasound Investigation for Clinical Management and Prognostic Evaluation of Novel Coronavirus Pneumonia (COVID-19),200,http://www.chictr.org.cn/showproj.aspx?proj=49798,NA
ChiCTR2000030016,ChiCTR,2020-02-19,2020-02-04,TRUE,Recruiting,Phase 4,Interventional,China,Basic and clinical study of inhalation of inactivated mycobacterium vaccine in the treatment of Novel coronavirus pneumonia (COVID-19),60,http://www.chictr.org.cn/showproj.aspx?proj=49799,NA
ChiCTR2000030015,ChiCTR,2020-02-20,2020-02-19,TRUE,Recruiting,Not Applicable,Basic Science,China,Study for the correlation between the incidence and outcome of novel coronary pneumonia (COVID-2019) and ovarian function in women,300,http://www.chictr.org.cn/showproj.aspx?proj=49800,NA
ChiCTR2000030012,ChiCTR,2020-02-19,2020-02-19,FALSE,Not Recruiting,Not Applicable,Interventional,China,Development of anti-2019-nCoV therapeutic antibody from the recovered novel coronavirus pneumonia patients (COVID-19),20,http://www.chictr.org.cn/showproj.aspx?proj=49718,NA
ChiCTR2000030010,ChiCTR,2020-02-19,2020-02-19,FALSE,Not Recruiting,Not Applicable,Interventional,China,"A randomized, double-blind, parallel-controlled, trial to evaluate the efficacy and safety of anti-SARS-CoV-2 virus inactivated plasma in the treatment of severe novel coronavirus pneumonia patients (COVID-19)",100,http://www.chictr.org.cn/showproj.aspx?proj=49777,NA
ChiCTR2000030008,ChiCTR,2020-02-19,2020-02-12,TRUE,Recruiting,Not Applicable,Observational,China,Correalation between anxiety as well as depression and gut microbiome among staff of hospital during the novel coronavirus pneumonia (COVID-19) outbreak,100,http://www.chictr.org.cn/showproj.aspx?proj=49426,NA
ChiCTR2000030007,ChiCTR,2020-02-19,2020-02-03,TRUE,Not Recruiting,Not Applicable,Interventional,China,Multicenter randomized controlled trial for rhG-CSF in the treatment of novel coronavirus pneumonia (COVID-19),200,http://www.chictr.org.cn/showproj.aspx?proj=49619,NA
ChiCTR2000030006,ChiCTR,2020-02-19,2020-02-19,FALSE,Recruiting,Not Applicable,Interventional,China,A randomized controlled trial for the efficacy of ozonated autohemotherapy in the treatment of Novel Coronavirus Pneumonia (COVID-19),60,http://www.chictr.org.cn/showproj.aspx?proj=49737,NA
