id,trn,type,control_type,placebo_plus_soc,category,intervention,intervention_plus_soc
tri06407,NCT04563702,experimental,NA,NA,vaccine_covid,VXA-CoV2-1,no
tri03533,NCT04437875,experimental,NA,NA,vaccine_covid,Gam-COVID-Vac (Sputnik V),no
tri03533,NCT04437875,experimental,NA,NA,vaccine_covid,Gam-COVID-Vac (Sputnik V),no
tri03533,NCT04437875,experimental,NA,NA,vaccine_covid,Gam-COVID-Vac (Sputnik V),no
tri06091,NCT04522089,experimental,NA,NA,vaccine_covid,AdimrSC-2f (Adimmune),no
tri06091,NCT04522089,experimental,NA,NA,vaccine_covid,AdimrSC-2f (Adimmune),no
tri06091,NCT04522089,experimental,NA,NA,vaccine_covid,AdimrSC-2f (Adimmune),no
tri06091,NCT04522089,experimental,NA,NA,vaccine_covid,AdimrSC-2f (Adimmune);Aluminum (adjuvant),no
tri08464,NCT04747821,experimental,NA,NA,vaccine_covid,CoronaVac (Sinovac),no
tri08164,NCT04789356,experimental,NA,NA,vaccine_covid,CoronaVac (Sinovac),no
tri08164,NCT04789356,control,no_treatment,NA,NA,NA,NA
tri05982,NCT04508075,experimental,NA,NA,vaccine_covid,CoronaVac (Sinovac),no
tri05982,NCT04508075,control,placebo,no,NA,NA,NA
tri06001,NCT04510207,experimental,NA,NA,vaccine_covid,Vero Cell Vaccine (Sinopharm Wuhan),no
tri06001,NCT04510207,experimental,NA,NA,vaccine_covid,Vero Cell Vaccine (Sinopharm Wuhan),no
tri06001,NCT04510207,control,placebo,no,NA,NA,NA
tri09664,NCT04914832,experimental,NA,NA,vaccine_covid,ChAdOx1 nCoV-19 (Ox-AZ),no
tri07058,NCT04625725,experimental,NA,NA,biologics,Cilgavimab;Tixagevimab,no
tri07058,NCT04625725,control,placebo,no,NA,NA,NA
tri07059,NCT04625972,experimental,NA,NA,biologics,Cilgavimab;Tixagevimab,no
tri07059,NCT04625972,control,placebo,no,NA,NA,NA
tri06896,NCT04641481,experimental,NA,NA,vaccine_covid,BBV152 (Covaxin),no
tri06896,NCT04641481,control,placebo,no,NA,NA,NA
tri05660,NCT04471519,experimental,NA,NA,vaccine_covid,BBV152 (Covaxin),no
tri05660,NCT04471519,experimental,NA,NA,vaccine_covid,BBV152 (Covaxin),no
tri08872,NCT04860739,experimental,NA,NA,vaccine_covid,BNT162b2 (Comirnaty),no
tri08872,NCT04860739,control,no_treatment,NA,NA,NA,NA
tri09557,ACTRN12621000532808,experimental,NA,NA,vaccine_covid,BNT162b2 (Comirnaty),no
tri09557,ACTRN12621000532808,experimental,NA,NA,vaccine_covid,ChAdOx1 nCoV-19 (Vaxzevria),no
tri03745,NCT04324606,experimental,NA,NA,vaccine_covid,ChAdOx1 nCoV-19 (Vaxzevria),no
tri03745,NCT04324606,control,other_unknown,NA,NA,NA,NA
tri05447,NCT04450004,experimental,NA,NA,vaccine_covid,CoVLP (Covifenz),no
tri05447,NCT04450004,experimental,NA,NA,vaccine_covid,CoVLP (Covifenz),no
tri05447,NCT04450004,experimental,NA,NA,vaccine_covid,CoVLP (Covifenz),no
tri05447,NCT04450004,experimental,NA,NA,vaccine_covid,CoVLP (Covifenz);CpG 1018 (adjuvant),no
tri05447,NCT04450004,experimental,NA,NA,vaccine_covid,CoVLP (Covifenz);CpG 1018 (adjuvant),no
tri05447,NCT04450004,experimental,NA,NA,vaccine_covid,CoVLP (Covifenz);CpG 1018 (adjuvant),no
tri05447,NCT04450004,experimental,NA,NA,vaccine_covid,AS03 (adjuvant);CoVLP (Covifenz),no
tri05447,NCT04450004,experimental,NA,NA,vaccine_covid,AS03 (adjuvant);CoVLP (Covifenz),no
tri05447,NCT04450004,experimental,NA,NA,vaccine_covid,AS03 (adjuvant);CoVLP (Covifenz),no
tri05492,NCT04453852,experimental,NA,NA,vaccine_covid,COVAX-19 (SpikoGen),no
tri05492,NCT04453852,control,placebo,no,NA,NA,NA
tri05649,NCT04470427,experimental,NA,NA,vaccine_covid,mRNA-1273 (Spikevax),no
tri05649,NCT04470427,control,placebo,no,NA,NA,NA
tri04902,CTRI/2020/08/027170,experimental,NA,NA,vaccine_covid,ChAdOx1-S (Covishield),no
tri04902,CTRI/2020/08/027170,control,defined_soc,NA,NA,NA,NA
tri04902,CTRI/2020/08/027170,control,placebo,no,NA,NA,NA
tri07109,NCT04652102,experimental,NA,NA,vaccine_covid,CVnCoV (Curevac),no
tri07109,NCT04652102,control,placebo,no,NA,NA,NA
tri10121,NCT04674189,experimental,NA,NA,vaccine_covid,CVnCoV (Curevac),no
tri10121,NCT04674189,control,placebo,no,NA,NA,NA
tri05584,NCT04463472,experimental,NA,NA,vaccine_covid,AG0301-COVID19 (AnGes),no
tri06561,NCT04587219,experimental,NA,NA,vaccine_covid,Gam-COVID-Vac (Sputnik V),no
tri06159,NCT04530396,experimental,NA,NA,vaccine_covid,Gam-COVID-Vac (Sputnik V),no
tri06159,NCT04530396,control,placebo,no,NA,NA,NA
tri08473,NCT04791423,experimental,NA,NA,vaccine_covid,GRAd-COV2 (ReiThera),no
tri08473,NCT04791423,experimental,NA,NA,vaccine_covid,GRAd-COV2 (ReiThera),no
tri08473,NCT04791423,control,placebo,no,NA,NA,NA
tri02619,NCT04412538,experimental,NA,NA,vaccine_covid,Vero Cell Vaccine (CAMS),no
tri02619,NCT04412538,experimental,NA,NA,vaccine_covid,Vero Cell Vaccine (CAMS),no
tri02619,NCT04412538,experimental,NA,NA,vaccine_covid,Vero Cell Vaccine (CAMS),no
tri02619,NCT04412538,control,placebo,no,NA,NA,NA
tri05654,NCT04470609,experimental,NA,NA,vaccine_covid,Vero Cell Vaccine (CAMS),no
tri05654,NCT04470609,experimental,NA,NA,vaccine_covid,Vero Cell Vaccine (CAMS),no
tri05654,NCT04470609,experimental,NA,NA,vaccine_covid,Vero Cell Vaccine (CAMS),no
tri05654,NCT04470609,control,placebo,no,NA,NA,NA
tri08140,ChiCTR2100041704,experimental,NA,NA,vaccine_covid,Vero Cell Vaccine (Sinopharm Wuhan),no
tri10070,TCTR20210308003,experimental,NA,NA,vaccine_covid,CoronaVac (Sinovac),no
tri08138,ChiCTR2100041706,experimental,NA,NA,vaccine_covid,Vero Cell Vaccine (Sinopharm Wuhan),no
tri01125,NCT04352608,experimental,NA,NA,vaccine_covid,CoronaVac (Sinovac),no
tri01125,NCT04352608,experimental,NA,NA,vaccine_covid,CoronaVac (Sinovac),no
tri01125,NCT04352608,control,placebo,no,NA,NA,NA
tri07899,NCT04756323,experimental,NA,NA,vaccine_covid,KCONVAC,no
tri07899,NCT04756323,experimental,NA,NA,vaccine_covid,KCONVAC,no
tri07899,NCT04756323,control,placebo,no,NA,NA,NA
tri02564,NCT04336410,experimental,NA,NA,vaccine_covid,INO-4800,defined_soc
tri02564,NCT04336410,experimental,NA,NA,vaccine_covid,INO-4800,defined_soc
tri02564,NCT04336410,experimental,NA,NA,vaccine_covid,INO-4800,defined_soc
tri03422,NCT04405076,experimental,NA,NA,vaccine_covid,mRNA-1273 (Spikevax),no
tri03422,NCT04405076,experimental,NA,NA,vaccine_covid,mRNA-1273 (Spikevax),no
tri03422,NCT04405076,control,placebo,no,NA,NA,NA
tri06955,NCT04466085,experimental,NA,NA,vaccine_covid,ZF2001 (Zifivax),no
tri06955,NCT04466085,experimental,NA,NA,vaccine_covid,ZF2001 (Zifivax),no
tri06955,NCT04466085,control,placebo,no,NA,NA,NA
tri03425,NCT04405908,experimental,NA,NA,vaccine_covid,SCB-2019 (Clover),no
tri03425,NCT04405908,experimental,NA,NA,vaccine_covid,SCB-2019 (Clover),no
tri03425,NCT04405908,experimental,NA,NA,vaccine_covid,SCB-2019 (Clover),no
tri03425,NCT04405908,experimental,NA,NA,vaccine_covid,AS03 (adjuvant);SCB-2019 (Clover),no
tri03425,NCT04405908,experimental,NA,NA,vaccine_covid,AS03 (adjuvant);SCB-2019 (Clover),no
tri03425,NCT04405908,experimental,NA,NA,vaccine_covid,AS03 (adjuvant);SCB-2019 (Clover),no
tri03425,NCT04405908,experimental,NA,NA,vaccine_covid,Alum (adjuvant);CpG 1018;SCB-2019 (Clover),no
tri03425,NCT04405908,experimental,NA,NA,vaccine_covid,Alum (adjuvant);CpG 1018 (adjuvant);SCB-2019 (Clover),no
tri03425,NCT04405908,experimental,NA,NA,vaccine_covid,Alum (adjuvant);CpG 1018 (adjuvant);SCB-2019 (Clover),no
tri03425,NCT04405908,control,placebo,no,NA,NA,NA
tri08279,NCT04695652,experimental,NA,NA,vaccine_covid,MVC-COV1901 (Medigen),no
tri08279,NCT04695652,control,placebo,no,NA,NA,NA
tri04160,ChiCTR2000039000,experimental,NA,NA,vaccine_covid,Vero Cell Vaccine (Sinopharm Wuhan),no
tri04160,ChiCTR2000039000,control,placebo,no,NA,NA,NA
tri06727,NCT04612972,experimental,NA,NA,vaccine_covid,Vero Cell Vaccine (Sinopharm Wuhan),no
tri06727,NCT04612972,experimental,NA,NA,vaccine_covid,Vero Cell Vaccines (Covilo),no
tri06727,NCT04612972,control,placebo,no,NA,NA,NA
tri00712,ChiCTR2000030750,experimental,NA,NA,vaccine_covid,Epitope gene recombinant chimeric DC vaccine,undefined_soc
tri00712,ChiCTR2000030750,control,placebo,no,NA,NA,NA
tri06892,NCT04640402,experimental,NA,NA,vaccine_covid,Recombinant sf9 cell vaccine,no
tri06892,NCT04640402,experimental,NA,NA,vaccine_covid,Recombinant sf9 cell vaccine,no
tri06892,NCT04640402,control,placebo,no,NA,NA,NA
tri10017,PACTR202104601572565,experimental,NA,NA,vaccine_covid,Sputnik Light,no
tri10017,PACTR202104601572565,control,placebo,no,NA,NA,NA
tri09595,NCT04773067,experimental,NA,NA,vaccine_covid,UB-612 (COVAXX),no
tri09595,NCT04773067,control,placebo,no,NA,NA,NA
tri06533,NCT04582344,experimental,NA,NA,vaccine_covid,CoronaVac (Sinovac),no
tri06533,NCT04582344,control,placebo,NA,NA,NA,NA
tri02364,NCT04397692,experimental,NA,NA,drug,Nitric Oxide Gas Gas,undefined_soc
tri02364,NCT04397692,control,undefined_soc,NA,NA,NA,NA
tri01246,ChiCTR2000032573,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri01246,ChiCTR2000032573,control,undefined_soc,NA,NA,NA,NA
tri06332,NCT04551898,experimental,NA,NA,biologics,BGB-DXP593,no
tri06332,NCT04551898,experimental,NA,NA,biologics,BGB-DXP593,no
tri06332,NCT04551898,experimental,NA,NA,biologics,BGB-DXP593,no
tri06332,NCT04551898,control,placebo,no,NA,NA,NA
tri06655,NCT04602000,experimental,NA,NA,biologics,Regdanvimab,no
tri06655,NCT04602000,control,placebo,no,NA,NA,NA
tri00601,ChiCTR2000030028,experimental,NA,NA,biologics,Anti-PD-1 Monoclonal Antibody,undefined_soc
tri00601,ChiCTR2000030028,control,undefined_soc,NA,NA,NA,NA
tri06128,NCT04526912,experimental,NA,NA,biologics,VIB7734,no
tri06128,NCT04526912,control,placebo,no,NA,NA,NA
tri06531,NCT04582318,experimental,NA,NA,biologics,NGM621,no
tri06531,NCT04582318,experimental,NA,NA,biologics,NGM621,no
tri06531,NCT04582318,control,placebo,no,NA,NA,NA
tri01598,ChiCTR2000029605,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri01598,ChiCTR2000029605,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri01598,ChiCTR2000029605,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri01598,ChiCTR2000029605,control,undefined_soc,NA,NA,NA,NA
tri01788,CTRI/2020/05/025156,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri01788,CTRI/2020/05/025156,control,undefined_soc,NA,NA,NA,NA
tri05083,CTRI/2020/10/028364,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri05083,CTRI/2020/10/028364,control,undefined_soc,NA,NA,NA,NA
tri05076,CTRI/2020/10/028333,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri05076,CTRI/2020/10/028333,control,undefined_soc,NA,NA,NA,NA
tri05017,CTRI/2020/09/027914,control,undefined_soc,NA,NA,NA,NA
tri05017,CTRI/2020/09/027914,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri04931,CTRI/2020/08/027286,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri04931,CTRI/2020/08/027286,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri04931,CTRI/2020/08/027286,control,placebo,undefined_soc,NA,NA,NA
tri04912,CTRI/2020/08/027224,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri04912,CTRI/2020/08/027224,control,undefined_soc,NA,NA,NA,NA
tri04818,CTRI/2020/07/026793,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri04818,CTRI/2020/07/026793,control,undefined_soc,NA,NA,NA,NA
tri05179,CTRI/2020/11/029038,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri05179,CTRI/2020/11/029038,control,defined_soc,NA,NA,NA,NA
tri04422,PACTR202007611764617,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri04422,PACTR202007611764617,control,defined_soc,NA,NA,NA,NA
tri00242,ChiCTR2000030218,experimental,NA,NA,traditional_medicine,Traditional Medicine,defined_soc
tri00242,ChiCTR2000030218,control,defined_soc,NA,NA,NA,NA
tri05950,NCT04501965,experimental,NA,NA,traditional_medicine,Traditional Medicine,defined_soc
tri05950,NCT04501965,experimental,NA,NA,traditional_medicine,Traditional Medicine,defined_soc
tri05950,NCT04501965,experimental,NA,NA,drug,Hydroxychloroquine,defined_soc
tri06817,NCT04627584,experimental,NA,NA,biologics,MW33,no
tri06817,NCT04627584,experimental,NA,NA,biologics,MW33,no
tri06817,NCT04627584,control,placebo,no,NA,NA,NA
tri02518,NCT04409509,experimental,NA,NA,biologics,Garadacimab,no
tri02518,NCT04409509,control,placebo,no,NA,NA,NA
tri09601,NCT04794400,experimental,NA,NA,device,Oxygen mask,defined_soc
tri01687,IRCT20140407017169N2,experimental,NA,NA,traditional_medicine,Traditional Medicine,defined_soc
tri01687,IRCT20140407017169N2,control,placebo,defined_soc,NA,NA,NA
tri04506,CTRI/2020/05/025214,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri04506,CTRI/2020/05/025214,control,undefined_soc,NA,NA,NA,NA
tri04570,CTRI/2020/05/025429,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri04570,CTRI/2020/05/025429,control,undefined_soc,NA,NA,NA,NA
tri04431,PACTR202010690466874,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri04431,PACTR202010690466874,control,placebo,no,NA,NA,NA
tri05604,NCT04466280,experimental,NA,NA,drug,Mucodentol,defined_soc
tri05604,NCT04466280,experimental,NA,NA,drug,Hydroxychloroquine,defined_soc
tri05604,NCT04466280,control,defined_soc,NA,NA,NA,NA
tri01391,ChiCTR2000032717,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri01391,ChiCTR2000032717,control,undefined_soc,NA,NA,NA,NA
tri01391,ChiCTR2000032717,experimental,NA,NA,multiple,Traditional Medicine;Vitamin C,undefined_soc
tri00549,NCT04308317,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri00549,NCT04308317,control,undefined_soc,NA,NA,NA,NA
tri02209,ChiCTR2000033286,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri02209,ChiCTR2000033286,control,placebo,no,NA,NA,NA
tri05825,NCT04487964,control,undefined_soc,NA,NA,NA,NA
tri05825,NCT04487964,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri01101,NCT04334265,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri01101,NCT04334265,control,undefined_soc,NA,NA,NA,NA
tri03365,NCT04371822,experimental,NA,NA,drug,Tin protoporphyrin (SnPP),no
tri03365,NCT04371822,experimental,NA,NA,drug,Tin protoporphyrin (SnPP),no
tri03365,NCT04371822,experimental,NA,NA,drug,Tin protoporphyrin (SnPP),no
tri03365,NCT04371822,experimental,NA,NA,drug,Sulfonatoporphyrin (TPPS),NA
tri03365,NCT04371822,control,placebo,no,NA,NA,NA
tri01123,NCT04351724,experimental,NA,NA,drug,Chloroquine;Hydroxychloroquine,no
tri01123,NCT04351724,experimental,NA,NA,drug,Lopinavir;Ritonavir,no
tri01123,NCT04351724,experimental,NA,NA,drug,Rivaroxaban,no
tri01123,NCT04351724,experimental,NA,NA,drug,Thromboprophylaxis (Unspecified),no
tri01123,NCT04351724,experimental,NA,NA,drug,Candesartan,no
tri01123,NCT04351724,experimental,NA,NA,drug,non-RAS blocking antihypertensives (Unspecified),no
tri01123,NCT04351724,experimental,NA,NA,biologics,Asunercept,no
tri01123,NCT04351724,experimental,NA,NA,biologics,Asunercept,no
tri01123,NCT04351724,experimental,NA,NA,biologics,Asunercept,no
tri01123,NCT04351724,experimental,NA,NA,drug,Remdesivir,no
tri01123,NCT04351724,experimental,NA,NA,biologics,Immunoglobulin,no
tri01123,NCT04351724,control,undefined_soc,NA,NA,NA,NA
tri04441,RPCEC00000334,experimental,NA,NA,biologics,Biomodulin T,no
tri04441,RPCEC00000334,experimental,NA,NA,biologics,Biomodulin T,no
tri04442,RPCEC00000335,experimental,NA,NA,biologics,Biomodulin T,no
tri05744,NCT04479202,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri05744,NCT04479202,control,undefined_soc,NA,NA,NA,NA
tri04272,DRKS00022484,experimental,NA,NA,drug,Hydrogen peroxide,no
tri01021,NCT04352959,experimental,NA,NA,drug,Beta Cyclodextrin;Citrox,no
tri01021,NCT04352959,control,placebo,no,NA,NA,NA
tri07893,NCT04715854,control,defined_soc,NA,NA,NA,NA
tri07893,NCT04715854,experimental,NA,NA,device,Mask (PPE),defined_soc
tri07893,NCT04715854,experimental,NA,NA,device,Mask (PPE),defined_soc
tri00205,ChiCTR2000030418,experimental,NA,NA,procedure,Lung Rehabilitation Exercises,no
tri00205,ChiCTR2000030418,control,no_treatment,NA,NA,NA,NA
tri06758,NCT04617119,experimental,NA,NA,device,Inspiratory muscle training (IMT) device,defined_soc
tri06758,NCT04617119,control,defined_soc,NA,NA,NA,NA
tri01363,NCT04369274,experimental,NA,NA,device,Mechanical Ventilation (Any),no
tri02598,NCT04392414,experimental,NA,NA,biologics,Convalescent Plasma,no
tri02598,NCT04392414,control,placebo,no,NA,NA,NA
tri03336,NCT04359277,experimental,NA,NA,drug,Heparin (LMWH or Unfractionated),defined_soc
tri03336,NCT04359277,experimental,NA,NA,drug,P2Y12 inhibitor (Unspecified),defined_soc
tri03336,NCT04359277,experimental,NA,NA,drug,Heparin (LMWH or Unfractionated);P2Y12 inhibitor (Unspecified),defined_soc
tri03336,NCT04359277,experimental,NA,NA,biologics,Crizanlizumab,defined_soc
tri03336,NCT04359277,experimental,NA,NA,drug,SGLT2 inhibitor (Unspecified),defined_soc
tri03336,NCT04359277,control,defined_soc,NA,NA,NA,NA
tri06052,NCT04516915,experimental,NA,NA,drug,Vidofludimus calcium,defined_soc
tri06052,NCT04516915,control,defined_soc,NA,NA,NA,NA
tri05702,NCT04475107,experimental,NA,NA,drug,Artesunate;Pyronaridine,no
tri05702,NCT04475107,control,placebo,no,NA,NA,NA
tri05992,NCT04508985,experimental,NA,NA,drug,RAAS inhibitor (Unspecified),no
tri05992,NCT04508985,control,no_treatment,NA,NA,NA,NA
tri05203,CTRI/2020/11/029166,experimental,NA,NA,other,Homeopathy,no
tri05203,CTRI/2020/11/029166,control,placebo,undefined_soc,NA,NA,NA
tri04647,CTRI/2020/06/025844,experimental,NA,NA,other,Homeopathy,undefined_soc
tri04647,CTRI/2020/06/025844,control,undefined_soc,NA,NA,NA,NA
tri04991,CTRI/2020/09/027687,control,no_treatment,NA,NA,NA,NA
tri04991,CTRI/2020/09/027687,experimental,NA,NA,drug,Povidone-iodine,no
tri04991,CTRI/2020/09/027687,experimental,NA,NA,other,Nasopharyngeal saline wash,no
tri04991,CTRI/2020/09/027687,experimental,NA,NA,procedure,Steam inhalation,no
tri03202,NCT04346446,experimental,NA,NA,biologics,Convalescent Plasma,defined_soc
tri03202,NCT04346446,control,placebo,defined_soc,NA,NA,NA
tri02073,NCT04392141,experimental,NA,NA,multiple,Colchicine;herbal phenolic monoterpene fractions,undefined_soc
tri02073,NCT04392141,control,undefined_soc,NA,NA,NA,NA
tri04394,IRCT20201012049010N1,control,undefined_soc,NA,NA,NA,NA
tri04394,IRCT20201012049010N1,experimental,NA,NA,procedure,Balloon blowing,undefined_soc
tri05601,NCT04465695,experimental,NA,NA,drug,Interferon Beta (Any),undefined_soc
tri00546,NCT04304313,experimental,NA,NA,drug,Sildenafil,no
tri02934,NCT04316377,experimental,NA,NA,drug,Hydroxychloroquine,undefined_soc
tri02934,NCT04316377,control,undefined_soc,NA,NA,NA,NA
tri01922,NCT04379076,experimental,NA,NA,biologics,Interleukin-7,no
tri01922,NCT04379076,control,placebo,no,NA,NA,NA
tri06956,NCT04466241,experimental,NA,NA,drug,Telmisartan,defined_soc
tri06956,NCT04466241,experimental,NA,NA,drug,Atorvastatin,defined_soc
tri06956,NCT04466241,control,defined_soc,NA,NA,NA,NA
tri08957,NCT04746430,experimental,NA,NA,drug,Dexamethasone,no
tri08957,NCT04746430,control,no_treatment,NA,NA,NA,NA
tri05790,NCT04483830,experimental,NA,NA,drug,Sulodexide,undefined_soc
tri05790,NCT04483830,control,placebo,undefined_soc,NA,NA,NA
tri00985,NCT04347941,experimental,NA,NA,procedure,Prone Positioning,defined_soc
tri00985,NCT04347941,control,defined_soc,NA,NA,NA,NA
tri03217,NCT04387409,experimental,NA,NA,vaccine_non_covid,VPM1002 vaccine,no
tri03217,NCT04387409,control,placebo,no,NA,NA,NA
tri05711,NCT04475588,experimental,NA,NA,biologics,itolizumab,undefined_soc
tri05711,NCT04475588,control,undefined_soc,NA,NA,NA,NA
tri04895,CTRI/2020/08/027120,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri04895,CTRI/2020/08/027120,control,undefined_soc,NA,NA,NA,NA
tri00995,NCT04348877,experimental,NA,NA,biologics,Convalescent Plasma,defined_soc
tri00801,NCT04344080,experimental,NA,NA,procedure,Cytokine absorber,defined_soc
tri00801,NCT04344080,control,defined_soc,NA,NA,NA,NA
tri06780,NCT04621149,control,placebo,no,NA,NA,NA
tri06780,NCT04621149,experimental,NA,NA,drug,chlorine dioxide,no
tri06780,NCT04621149,experimental,NA,NA,drug,Zinc (Any),no
tri06780,NCT04621149,experimental,NA,NA,drug,Zinc (Any);chlorine dioxide,no
tri06780,NCT04621149,experimental,NA,NA,multiple,Famotidine;Green Tea Extract;Lactoferrin,no
tri06780,NCT04621149,experimental,NA,NA,multiple,Green Tea Extract;Lactoferrin;chlorine dioxide,no
tri06780,NCT04621149,experimental,NA,NA,multiple,Famotidine;Green Tea Extract;Lactoferrin;Zinc (Any),no
tri06780,NCT04621149,experimental,NA,NA,multiple,Famotidine;Green Tea Extract;Lactoferrin;Zinc (Any);chlorine dioxide,no
tri00317,ChiCTR2000029993,experimental,NA,NA,multiple,Traditional Medicine;Umifenovir (Arbidol),undefined_soc
tri00317,ChiCTR2000029993,control,undefined_soc,NA,NA,NA,NA
